?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/AISM_0000440>	"The protarsus with protarsomeres 1-4, without protarsomere 5."@en	
<http://purl.obolibrary.org/obo/HAO_0001467>	"The monocondylic joint that is composed of two tarsomeres."	
<http://purl.obolibrary.org/obo/HAO_0000023>	"The abdominal segment that is located between abdominal segment 3 and abdominal segment 5."	
<http://purl.obolibrary.org/obo/HAO_0001055>	"The area that connects ventrally the left and right halves of the pronotum."	
<http://purl.obolibrary.org/obo/AISM_0002053>	"The cranio-labial muscle that is attached to the submentum and the prementum."@en	
<http://purl.obolibrary.org/obo/UBERON_0003142>		
<http://purl.obolibrary.org/obo/HAO_0000379>		
<http://purl.obolibrary.org/obo/AISM_0000419>	"The anatomical margin part of the dorsal protibial margin that is proximal to dorsal protibial cuticular tooth 3 and distal to dorsal protibial cuticular tooth 4."@en	
<http://purl.obolibrary.org/obo/HAO_0000231>	"The condyle that is located on the cranium."	
<http://purl.obolibrary.org/obo/AISM_0004083>	"The region of cuticle that is continuous with the genital chamber."@en	
<http://purl.obolibrary.org/obo/HAO_0001263>	"The basicoxite that is located on the metacoxa."	
<http://purl.obolibrary.org/obo/HAO_0000584>	"The trochantin that is located in the mesothorax."	
<http://purl.obolibrary.org/obo/HAO_0002375>	"The anatomical line that is perpendicular to the longitudinal axis of the anatomical structure and between one side of an object to the opposite side."	
<http://purl.obolibrary.org/obo/HAO_0002529>	"The anatomical line that is the shortest between the ventral margin of the torulus and the epistomal sulcus."	
<http://purl.obolibrary.org/obo/AISM_0002081>	"The dorsoventral thoracic muscle that extends between the profurca and the lateral region of the prophragma."@en	
<http://purl.obolibrary.org/obo/HAO_0002269>	"The portion of cuticle that covers externally the cellular components of the ommatidium."	
<http://purl.obolibrary.org/obo/HAO_0001982>	"The area of the metapectal-propodeal complex that is located medially of the plicae and anteriorly of the propodeal foramen."	
<http://purl.obolibrary.org/obo/HAO_0002543>	"The process that is located laterally (dorsally) on the proximal margin of the tibia and corresponds to the site of insertion of the tibial extensor muscle."	
<http://purl.obolibrary.org/obo/HAO_0002353>	"The anteriodorsal area of the petiolar node that is oriented anterodorsally and is delimited posteriorly by a dorsally or posterodorsally orineted area."	
<http://purl.obolibrary.org/obo/HAO_0000761>	"The inflection that extends along the posterior margin of the pronotum and articulates with the anterior mesopleural inflection."	
<http://purl.obolibrary.org/obo/HAO_0002034>	"The notch that is located submedially on the proximodorsal margin of the gonostyle/volsella complex and accommodates the gonossiculus when it is pivotted proximodorsally presumably by the contraction of gonosiculal muscles."	
<http://purl.obolibrary.org/obo/HAO_0000787>	"The ridge that corresponds to the postoccipital sulcus."	
<http://purl.obolibrary.org/obo/HAO_0000133>	"The area that is median, concave, triangular, is located on the posterior margin of the pronotum and is delimited by a carina anteriorly."	
<http://purl.obolibrary.org/obo/AISM_0004167>	"The conjunctiva of the postabdomen that joins the abdominal tergite X and each paraproct."@en	
<http://purl.obolibrary.org/obo/AISM_0000321>	"The conjunctiva that is part of the protarsus, is encircled by protarsomere 3 and encircles protarsomere 4."@en	
<http://purl.obolibrary.org/obo/HAO_0001135>	"The tarsomere that is distal to and connected to the second tarsomere of the hind leg."	
<http://purl.obolibrary.org/obo/AISM_0000198>	"The arthropod foramen of the head capsule with the antennifer and surrounds the scapus via the antenniferal-scapal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004123>	"The conjunctiva of the insect abdomen that connects the abdominal sternite VIII and the abdominal sternite IX."@en	
<http://purl.obolibrary.org/obo/HAO_0000370>	"The anterolateral, paired region of abdominal tergum 3 that is concave,"	
<http://purl.obolibrary.org/obo/HAO_0002578>	"The penisvalvo-gonossiculal muscle that is medial to the lateral penisvalvo-gonossiculal muscle and attaches to the basiura."	
<http://purl.obolibrary.org/obo/AISM_0000378>	"The cuticular puncture that has a cuticular granule on its anterior margin."@en	
<http://purl.obolibrary.org/obo/HAO_0001703>	"The apodeme that extends dorsally from the proximal part of the second valvula to the genital membrane and receives  the site of attachment of the posterior second valvifer-second valvula muscle."	
<http://purl.obolibrary.org/obo/HAO_0001367>	"The dicondylic joint that is compossed of the mesocoxa and the mesotrochanter."	
<http://purl.obolibrary.org/obo/HAO_0000614>	"The line that corresponds with the metapleural ridge."	
<http://purl.obolibrary.org/obo/HAO_0000385>	"The sclerite that is located on the distoventral part of the gonostyle/volsella complex, and is articulated with the more proximal sclerites of the gononstyle/volsella complex."	
<http://purl.obolibrary.org/obo/AISM_0002010>	"The cranio-labral muscle that is attached to the frontoclypeal ridge and the labrum."@en	
<http://purl.obolibrary.org/obo/HAO_0001398>	"The intrinsic leg muscle that arises laterally (dorsally)  from the profemur and inserts laterally (dorsally) on the dorsal process of the protibia."	
<http://purl.obolibrary.org/obo/AISM_0002086>	"The insect abdominal muscle that runs along the lateral region, parallel to the dorsal-ventral axis."@en	
<http://purl.obolibrary.org/obo/HAO_0000931>	"The region that differs from surrounding region by presence of sensilla."	
<http://purl.obolibrary.org/obo/HAO_0002218>	"The medial part of the principal carina of the stipes that is overlapped distally by the distomedial stipital carina and overlaps the lateral premental face and the proximal part of the prementum."	
<http://purl.obolibrary.org/obo/HAO_0002019>	"The groove that arises from the lateral margin of the postocciput, is curved externally and extends towards the posterior articulation of the mandible."	
<http://purl.obolibrary.org/obo/HAO_0000246>	"The gonostyle/volsellal complex-harpal muscle that arises from the distolateral margin of the gonostyle/volsellal complex and inserts on the lateral wall of the harpe."	
<http://purl.obolibrary.org/obo/HAO_0000783>	"The abscissa that is marginal and located distal to the marginal vein."	
<http://purl.obolibrary.org/obo/AISM_0004214>	"The insect thoracic muscle that is attached to a furca and to a coxa."@en	
<http://purl.obolibrary.org/obo/HAO_0000670>	"The foramen that is located anteriorly/ventrally on the cranium in which the mouthparts are positioned."	
<http://purl.obolibrary.org/obo/HAO_0002007>	"The apodeme that is located on the abdominal sternite and serves as the site of origin of muscles."	
<http://purl.obolibrary.org/obo/HAO_0001914>	"The condyle that is located distally on the lateral coxal articular process of the pleuron and inserts into the lateral pectal fossa of the coxa."	
<http://purl.obolibrary.org/obo/AISM_0004015>	"The conjunctiva of the labium that connects the prementum and the paraglossa."@en	
<http://purl.obolibrary.org/obo/AISM_0004165>	"The bilaterally paired region of the cuticle of the postabdomen located between the epiproct and the paraproct"@en	
<http://purl.obolibrary.org/obo/HAO_0001923>	"The muscle that is attached to the alimentary canal."	
<http://purl.obolibrary.org/obo/HAO_0002406>	"The width of the harpe in lateral view."	
<http://purl.obolibrary.org/obo/AISM_0004021>	"The ridge along the dorsal and lateral regions of the head capsule that is adjacent to the foramen occipitale."@en	
<http://purl.obolibrary.org/obo/AISM_0002054>	"The cranio-labial muscle that is attached to the submentum and the mentum."@en	
<http://purl.obolibrary.org/obo/HAO_0000189>	"The conjunctiva that is folded and located on the anterior margin of the metanotum and covered (at least partially) with setae."	
<http://purl.obolibrary.org/obo/HAO_0001654>	"The sternite that is located medially on an abdominal sternum."	
<http://purl.obolibrary.org/obo/HAO_0002556>	"The transverse carina on the posterior abdominal T7 extending parallel to the caudal setal row on T7."	
<http://purl.obolibrary.org/obo/PATO_0001573>	"A symmetry quality inhering in a bearer by virtue of the bearer's having equal dimensions or measurements."@en	
<http://purl.obolibrary.org/obo/PATO_0001573>	"A symmetry quality inhering in a bearer by virtue of the bearer's having equal dimensions or measurements."	
<http://purl.obolibrary.org/obo/HAO_0002562>	"Paired submedian pits located just posterior to the acetabular carina."	
<http://purl.obolibrary.org/obo/HAO_0000374>	"The anatomical system that is involved in copulation, fertilization and/or oviposition."	
<http://purl.obolibrary.org/obo/AISM_0000032>	"The cuticle of the appendage of the head capsule that is connected by the  antenniferal-scapal conjunctiva to the cuticle of the scapus, which is connected by the scapal-pedicellar conjunctiva to the cuticle of the pedicellus; the cuticle of the pedicellus is connected by the pedicellar-first flagellomeral conjunctiva to the cuticle of the first flagellomere; the cuticle of the first flagellomere is connected by interflagellomeral conjunctiva to the next cuticle of flagellomere. Further cuticle of flagellomeres are connected to each other by interflagellomeral conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0000659>	"The apodeme that corresponds to the site of origin of the occlusor muscle of the thoracic spiracle."	
<http://purl.obolibrary.org/obo/HAO_0002191>	"The anatomical space that is between the left and right olistheters."	
<http://purl.obolibrary.org/obo/AISM_0002007>	"The cranio-antennal muscle that is attached to the dorsal or dorsolateral regions of the scapus and the lateral or dorsolateral regions of the pedicellus."@en	
<http://purl.obolibrary.org/obo/HAO_0000390>	"The carina that is transverse and posteriorly directed laterally and is located on the abdominal tergite."	
<http://purl.obolibrary.org/obo/AISM_0000439>	"The anatomical line parallel to the left-right body axis that is adjacent to the posterior margins of the eyes."@en	
<http://purl.obolibrary.org/obo/HAO_0002020>	"The carina that extends along the lateral margin of the postgenal groove."	
<http://purl.obolibrary.org/obo/HAO_0000038>	"The abdominal sternum that is located on abdominal segment 5."	
<http://purl.obolibrary.org/obo/HAO_0000644>	"The area that is located posteroventrally on the pronotum and corresponds to the site of origin of first flexor of the fore wing muscle."	
<http://purl.obolibrary.org/obo/HAO_0000443>	"The male genitalia muscle that connects the dorsal and ventral part of the gonostipes."	
<http://purl.obolibrary.org/obo/HAO_0000611>	"The epicoxal sulcus that extends anteriorly along and close to the metapleural epicoxal carina."	
<http://purl.obolibrary.org/obo/HAO_0000841>	"The area that is located on the pronotum and that is vertical."	
<http://purl.obolibrary.org/obo/AISM_0000003>	"The region of the insect cuticle that is less flexible than the neighboring conjunctiva(e) (conjunctiva(e) that the sclerite is continuous with."@en	"http://purl.obolibrary.org/obo/UBERON_6004475 http://purl.obolibrary.org/obo/HAO_0000909 http://flybase.org/cgi-bin/fbcvq.html?query=FBbt:00004475"
<http://purl.obolibrary.org/obo/AISM_0000315>	"The metatarsomere that is distal to the metatarsomere 1 and is encircled by the metatarsomere 1-metatarsomere 2 conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004153>	"The epipleurite that is adjacent to the notum, is attached to the coxa via muscle, is surrounded by the noto-pleural conjunctiva, and is posterior to the first axillary sclerite."@en	
<http://purl.obolibrary.org/obo/HAO_0000496>	"The appendage that is composed of the glossa and paraglossae."	
<http://purl.obolibrary.org/obo/HAO_0000976>	"The area that is located ventrally on the pectus."	
<http://purl.obolibrary.org/obo/HAO_0001909>	"The inflection that extends along the posterior margin of the prepectus."	
<http://purl.obolibrary.org/obo/HAO_0000162>	"The row of setae that extends along the median margin of axillula."	
<http://purl.obolibrary.org/obo/HAO_0002379>	"The sculpture that is composed of scutes."	
